name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,sdss_dr10_objid,flux_ratio_2c,r50_deconv1,sdss_dr12_specid,b_a_deconv1,dist2d_nn2,dist2d_nn3,dist2d_nn1,f_b,f_a,r50_deconv2c,r50_deconv2e,sdss_dr7_objid,b_a_innerdisk,sdss_dr7_specid,b_a_deconv2e,sdss_dr10_specid,b_a_deconv2c,sdss_dr12_objid,vdisp,logmstar_84,vrot,sfr_nuv,mu_delta,logmgas,sfr_nuv_wise,logmstar_16,ccr_star,ccr_bary,econame,ccr_lum,morph,morphel,mhi,ehiasym,ew20,emhi_corr_sys,w20,eb_a_innerdisk,ew50,eb_a,peaksnhi,confused,limflag,mhi_corr,hitelescope,emhi,emhi_corr_rand,w50,hiasym,grpn,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,ccr,grprproj,grpnassoc,grpmb,grp,grpms,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,meanfsmgr,meanfsmgre15,logmstare15,kin_slit_flag,kin_done_hi,kin_done_blue,kin_done_red,kin_blue_code,kin_ifu_flag,kin_red_code,modelg_jcorr,modelu_icorr,modelu_jcorr,modelg_kcorr,absrmagcorr,modelu_kcorr,modelg_rcorr,modelu_rcorr,modelg_icorr,fuvmag,extfuv,e_fuvmag,centralout,logmbary_pc,grpradeg,grpdedeg,logmh_e17,logmhdynh_e17,grp_e17,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b,tf_type,nndist_kd,tf_confidence,mhi_oldrms,mhidet,hirms,emhidet,mhilim,emhidep,limflagdep,mhidep,logmgas_e16,logmgastype
rs1345,0.02,0.571533,0.03,0.01,0.08,0.08,14.24,0.14,13.95,21.0,0.06,4.99955,0.05,0.12,0.09,0.19,194.9520297,0.1,0.21,15.33,1.82,17.81,15.77,17.16,0.879831,2.27914,-0.01,14.79,16.81,0.6,0.34,4.37,0.1,0.03,3.56113,4.5404,2.16183,1.85353,9.11,-99.0,7152.12,-99.0,0.02,-18.01,3.25841,16.52,0.35,0.05,0.04,7203.2,0.51,0.11,0.02,14.51,19.1,0,1237655125550694516,-999.0,-999.0,954926718135592960,-999.0,0.088798,1.1932,0.060699,0,1,-999.0,-999.0,588010879302500490,0.596309,238916994378760192,-999.0,954926718135592960,-999.0,1237655125550694516,0.0,9.23,0.0,0.18055438,9.21057796,8.28654066687,0.180554381831,8.95,1.02493,-99.0,ECO11536,1.03821,-1.0,E,709555151.015,0.111206,0.0,0.0,0.0,0.0143673,0.0,0.0138,7.41873,0,1,0.0,ALFALFA,0.0,0.0,0.0,-0.0408256,3.0,0.0,-19.9169,0.0,0.0,11.5349,0,11.4569,1.15825,0.0,3.0,9.7005,7893.0,9.2015,0.0,0.0,0.0,0.242215,0.238031,9.11,0,0,0,0,00000,0,0000000,1.72301,1.45427,2.67054,2.5814,-18.505,3.52893,0.315449,1.26298,0.506733,0.0,0.3044,0.0,0,9.175,194.939,4.98066,0.0,0.0,7902,0.0,1,11.15,0.0,0,0.0,0.0,0,8.65,0,14899,11.54,11.15,0,-10998,0.0629723803623,-10998,701672000.0,0.0,0.00236,0.0,701672000.0,0.0,1.0,701672000.0,8.31803,1.0
rs1346,0.02,0.177904,0.03,0.01,0.75,0.08,14.6,0.14,14.14,18.58,0.06,4.9669339,0.04,0.42,0.64,0.19,194.955942988,0.1,0.42,15.64,6.64,16.87,16.02,16.63,0.284485,1.30418,0.06,-99.0,16.5,0.51,0.34,17.86,-99.0,0.03,2.27393,3.02942,1.25423,1.14765,8.71,-99.0,7152.12,-99.0,0.02,-18.51,2.05968,16.37,0.35,0.05,0.07,7132.0,0.08,0.21,0.02,15.26,18.06,0,1237655125550694555,-999.0,-999.0,955995164701124608,-999.0,0.086755,1.1294,0.060099,0,1,-999.0,-999.0,588010879302500492,0.51053,-999,-999.0,955995164701124608,-999.0,1237655125550694555,0.0,8.85,0.0,0.24763064,7.79089642,9.69186304923,0.286145009815,8.65,-99.0,1.02289,ECO10830,1.06572,12.0,L,3513460000.0,0.111634,0.0,0.0,0.0,0.0251965,7.20305,-99.0,7.41873,0,0,0.0,ALFALFA,175574000.0,0.0,95.7217,-0.0430353,3.0,0.0,-19.9169,0.0,0.0,11.5349,0,11.4569,1.34908,0.0,3.0,9.7005,7893.0,9.2015,0.0,0.0,0.0,3.51731,3.4827,8.71,0,1,0,0,00000,0,0000000,1.18643,1.14118,2.1118,1.91073,-18.6128,2.83609,0.135496,1.06086,0.215811,0.0,0.3044,0.0,0,9.725,194.939,4.98066,0.0,0.0,7902,11.33,0,0.0,11.52,25171,8.26,11.05,0,0.0,1,0,0.0,0.0,0,-10998,0.0629723803623,-10998,3513460000.0,3513460000.0,0.00236,175574000.0,0.0,175574000.0,0.0,3513460000.0,9.69186,0.0
rs1347,0.02,0.554831,0.02,0.01,0.39,0.06,12.21,0.1,12.41,18.41,0.04,3.5490355,0.1,0.42,0.12,0.14,195.719024492,0.07,0.11,13.58,2.67,15.85,13.92,15.22,0.850424,2.19422,0.1,12.79,14.9,0.95,0.25,9.85,0.09,0.03,3.37811,4.31312,2.03432,1.73872,9.87,-99.0,7233.03,-99.0,0.1,-19.93,3.12923,14.62,0.26,0.03,0.03,7247.5,0.09,0.06,0.02,12.62,17.05,0,1237651737911296099,-999.0,-999.0,590082086111569920,-999.0,0.90609,1.5457,0.37885,0,1,-999.0,-999.0,587726016686391412,0.547279,147716343746002944,-999.0,590082086111569920,-999.0,1237651737911296099,0.0,9.99,0.0,1.386461,9.97571468,8.52113690202,2.31763885136,9.69,1.14362,1.06239,ECO10189,1.16521,-2.0,E,627955812.242,0.0,0.0,0.0,0.0,0.107173,0.0,0.072,0.0,0,1,0.0,ALFALFA,0.0,0.0,0.0,0.0,1.0,0.0,-19.9825,0.0,0.0,11.5289,1,11.4759,1.10917,0.0,1.0,9.7005,7830.0,9.2015,0.0,0.0,0.0,0.180468,0.180212,9.87,0,0,0,0,00000,0,0000000,1.68419,1.33471,2.51756,2.51317,-20.3627,3.34654,0.311607,1.14498,0.501335,19.3752,0.2195,0.2001,0,9.885,195.719,3.5489,0.0,0.0,7839,11.04,1,11.07,11.4,25140,3.96,11.04,0,4.09,1,14864,11.54,11.07,0,-10998,1.31715498786,-10998,684754000.0,0.0,0.00266742,0.0,684754000.0,0.0,1.0,684754000.0,8.41584,1.0
rs1348,0.02,0.410191,0.03,0.01,0.13,0.06,13.15,0.11,13.21,18.06,0.04,4.3702991,0.02,0.06,0.08,0.15,197.114133512,0.08,0.14,13.92,6.89,16.07,14.48,15.61,0.640678,1.86507,-0.16,13.49,15.35,0.39,0.26,14.07,0.04,0.02,2.92368,3.77607,1.69929,1.4688,9.51,-99.0,7146.65,-99.0,0.04,-19.52,2.71746,15.13,0.27,0.03,0.07,7166.0,0.02,0.21,0.02,13.41,17.19,0,1237654879655493748,-999.0,-999.0,955896758410438656,-999.0,0.046309,0.10163,0.019114,0,1,-999.0,-999.0,587729158430588989,0.369581,239197479134822400,-999.0,955896758410438656,-999.0,1237654879655493748,0.0,9.69,0.0,0.99509189,8.29434776,9.62901805283,0.995091894819,9.33,1.10094,1.0746,ECO03911,1.12208,4.0,L,7790760000.0,0.0,0.0,5560240000.0,0.0,0.0180699,14.6702,0.0124,6.71153,1,0,6428620000.0,ALFALFA,247326000.0,205023000.0,286.282,0.0,4.0,0.0,-20.8809,0.0,0.0,11.6779,0,11.8149,1.09966,0.0,4.0,9.7005,1957.0,9.2015,0.0,0.0,0.0,0.464535,0.464449,9.51,0,0,0,0,00000,0,0000000,1.41806,1.20372,2.26192,2.16927,-19.9393,3.01313,0.227325,1.07119,0.359859,0.0,0.2329,0.0,0,9.915,197.108,4.37023,0.0,0.0,1966,11.65,1,11.8,11.66,21663,3.33,11.65,0,3.19,1,10287,11.69,11.8,0,-10998,0.0179382343653,-10998,7790760000.0,7790760000.0,0.00228,247326000.0,0.0,247326000.0,0.0,7790760000.0,9.69779,1.0
rs1349,0.02,0.528639,0.03,0.01,0.2,0.06,12.23,0.11,11.98,17.52,0.04,4.3680098,0.06,0.13,0.07,0.15,197.123357247,0.08,0.21,13.02,6.37,15.37,13.59,14.78,0.812922,2.11782,-0.16,12.39,14.46,0.66,0.26,16.42,0.35,0.03,3.26292,4.1603,1.95802,1.67373,10.09,-99.0,7146.65,-99.0,0.03,-20.35,3.0152,14.2,0.27,0.03,0.09,7174.0,0.05,0.08,0.03,12.48,16.64,0,1237654879655493747,-999.0,-999.0,957086703175100416,-999.0,0.0297,0.12037,0.019135,0,1,-999.0,-999.0,587729158430588988,0.726251,239478521297108992,-999.0,957086703175100416,-999.0,1237654879655493747,0.0,10.21,0.0,1.8377491,9.16739845,9.63730367249,1.83774912027,9.93,1.14739,1.19345,ECO03912,1.18299,1.0,L,7808170000.0,0.0,0.0,5679240000.0,0.0,0.0439459,14.6702,0.0484,6.71153,1,0,6672400000.0,ALFALFA,247878000.0,209601000.0,286.282,0.0,4.0,0.0,-20.8809,0.0,0.0,11.6779,1,11.8149,1.08603,0.0,4.0,9.7005,1957.0,9.2015,0.0,0.0,0.0,0.128199,0.128154,10.09,0,0,0,0,00000,0,0000000,1.67373,1.39234,2.55006,2.48613,-20.7277,3.36246,0.327103,1.20343,0.516005,0.0,0.2329,0.0,0,10.245,197.108,4.37023,0.0,0.0,1966,11.65,1,11.8,11.66,21663,3.33,11.65,0,3.19,1,10287,11.69,11.8,0,-10998,0.0179382343653,-10998,7808170000.0,7808170000.0,0.00228,247878000.0,0.0,247878000.0,0.0,7808170000.0,9.72235,1.0
rs1350,0.02,0.515926,0.03,0.01,0.1,0.06,14.92,0.12,-99.0,20.46,0.05,4.3752986,0.03,0.13,0.12,0.16,197.138597369,0.08,-99.0,15.86,2.44,17.92,16.22,17.33,0.779364,1.98955,0.07,-99.0,17.03,0.76,0.28,6.24,-99.0,0.03,3.20095,4.02267,1.99077,1.72733,9.05,-99.0,7146.65,-99.0,0.03,-17.8,2.81127,16.78,0.29,0.04,0.12,7167.1,0.15,0.15,0.04,15.2,19.08,0,1237654879655493784,-999.0,-999.0,957075708058822656,-999.0,0.046316,0.14761,0.029672,0,1,-999.0,-999.0,587729158430589063,0.763898,239478521129336832,-999.0,957075708058822656,-999.0,1237654879655493784,0.0,9.17,0.0,0.076227007,8.95500946,8.69407032434,0.0762270074884,8.93,-99.0,-99.0,ECO01523,1.06988,-1.0,E,7793160000.0,0.0,0.0,3180700000.0,0.0,0.00403688,14.6702,0.0048,6.71153,1,0,3180700000.0,ALFALFA,247402000.0,135020000.0,286.282,0.0,4.0,0.0,-20.8809,0.0,0.0,11.6779,0,11.8149,1.18477,0.0,4.0,9.7005,1957.0,9.2015,0.0,0.0,0.0,0.0970797,0.100059,9.05,0,0,0,0,00000,0,0000000,1.74353,1.67625,2.80829,2.52023,-18.0171,3.58499,0.400467,1.46523,0.611492,0.0,0.2473,0.0,0,9.215,197.108,4.37023,0.0,0.0,1966,0.0,1,11.8,0.0,0,0.0,0.0,0,3.19,0,10287,11.69,11.8,0,-10998,0.0269998789148,-10998,7793160000.0,7793160000.0,0.00228,247402000.0,0.0,247402000.0,0.0,7793160000.0,8.71481,1.0
rs1351,0.02,0.3466,0.03,0.01,0.1,0.06,-99.0,0.11,14.22,18.4,0.04,4.0991906,0.05,-99.0,0.14,0.15,197.228257178,0.08,0.31,14.86,4.44,16.6,15.18,16.16,0.536604,1.66926,0.17,14.33,15.95,0.43,0.27,13.13,0.14,0.04,2.64929,3.42948,1.51664,1.32663,9.19,-99.0,7174.16,-99.0,0.04,-18.95,2.44944,15.75,0.28,0.04,0.04,7098.2,0.04,0.18,0.03,14.23,17.58,0,1237655124477935659,-999.0,-999.0,957085878541379584,-999.0,0.51266,0.51995,0.50943,0,1,-999.0,-999.0,588010878229741615,0.407339,239478521284526080,-999.0,957085878541379584,-999.0,1237655124477935659,0.0,9.37,0.0,0.46867187,8.70208263,9.33048155047,0.657642743242,9.05,1.03247,1.01563,ECO07602,1.02838,10.5,L,1528810000.0,0.18875,0.0,0.0,0.0,0.00744967,6.96764,0.024,3.03934,0,0,0.0,ALFALFA,218401000.0,0.0,197.851,-0.172517,1.0,0.0,-18.9996,0.0,0.0,11.2649,1,11.2189,1.32103,0.0,1.0,9.7005,6133.0,9.2015,0.0,0.0,0.0,0.369087,0.369083,9.19,0,1,0,0,00000,0,0000000,1.41673,1.23126,2.27176,2.14143,-19.1665,2.99646,0.241516,1.09654,0.376232,0.0,0.2414,0.0,0,9.565,197.228,4.0993,0.0,0.0,6142,11.66,1,11.68,11.2,24005,3.35,11.66,0,3.46,1,13732,11.28,11.68,0,-10998,1.31715498786,-10998,1528810000.0,1528810000.0,0.00231,218401000.0,0.0,218401000.0,0.0,1528810000.0,9.33048,0.0
rs1352,0.02,0.741856,0.03,0.01,0.05,0.06,11.02,0.11,10.82,19.58,0.04,4.950653,0.02,0.09,0.06,0.14,197.395040052,0.08,0.14,11.92,7.87,14.5,12.48,13.77,1.08624,2.41188,-0.01,11.22,13.39,0.68,0.26,31.33,0.1,0.02,3.94288,4.86295,2.61724,2.27285,10.69,-99.0,7137.42,-99.0,0.03,-21.35,3.33195,13.11,0.26,0.03,0.06,7141.2,0.12,0.1,0.02,11.37,16.22,0,1237655125551743013,-999.0,-999.0,957124636326258688,-999.0,1.1436,1.148,1.1209,0,1,-999.0,-999.0,588010879303548970,0.654045,239478521875922944,-999.0,957124636326258688,-999.0,1237655125551743013,0.0,10.75,0.0,0.13153718,9.92238235,9.18916791218,0.245732674059,10.61,1.08741,1.09833,ECO03929,1.05808,2.0,E,1021302524.63,0.0,0.0,0.0,0.0,0.131013,0.0,0.022,0.0,0,1,0.0,ALFALFA,0.0,0.0,0.0,0.0,1.0,0.0,-21.3348,0.0,0.0,12.1239,1,12.0269,1.17646,0.0,1.0,9.7005,3643.0,9.2015,0.0,0.0,0.0,0.0044548,0.0716338,10.69,0,0,0,0,00000,0,0000000,2.37466,2.56943,3.8846,3.28804,-21.4242,4.79797,0.723022,2.23296,1.05949,0.0,0.2267,0.0,0,10.715,197.395,4.9506,0.0,0.0,3652,11.72,1,11.54,12.04,21679,0.0,11.46,0,0.0,1,11522,12.13,11.54,0,-10998,0.62667677719,-10998,1104180000.0,0.0,0.00255053,0.0,1104180000.0,0.0,1.0,1104180000.0,9.18917,0.0
rs1353,0.02,0.678467,0.03,0.01,0.04,0.07,11.97,0.13,12.01,19.35,0.05,4.7782174,0.02,0.11,0.05,0.18,198.047220694,0.09,0.07,12.99,5.45,15.59,13.49,14.84,1.01626,2.40369,-0.01,12.21,14.44,0.54,0.31,19.72,0.05,0.04,3.91199,4.85914,2.52456,2.18677,10.21,-99.0,7122.02,-99.0,0.02,-20.29,3.35083,14.16,0.32,0.04,0.12,7121.4,0.11,0.03,0.03,12.32,17.15,0,1237654880192757785,-999.0,-999.0,957058940506499072,-999.0,1.7583,1.7877,1.1917,0,1,-999.0,-999.0,587729158967853083,0.571277,239478520873484288,-999.0,957058940506499072,-999.0,1237654880192757785,0.0,10.31,0.0,0.44599616,9.69495583,8.83521963544,1.38545113335,10.03,1.12689,1.18026,ECO07652,1.1748,-1.0,E,948237314.893,0.0,0.0,0.0,0.0,0.0245265,0.0,0.006,0.0,0,1,0.0,ALFALFA,0.0,0.0,0.0,0.0,1.0,0.0,-20.2779,0.0,0.0,11.7309,1,11.5739,1.14779,0.0,1.0,9.7005,6172.0,9.2015,0.0,0.0,0.0,0.120026,0.672844,10.09,0,0,0,0,00000,0,0000000,1.94846,1.97984,3.2105,2.80391,-20.7077,4.06594,0.477228,1.73926,0.7178,0.0,0.2754,0.0,0,10.225,198.047,4.7782,0.0,0.0,6181,11.48,1,11.62,11.62,24034,3.48,11.28,0,3.34,1,13758,11.74,11.62,0,-10998,0.62667677719,-10998,927769000.0,0.0,0.00231847,0.0,927769000.0,0.0,1.0,927769000.0,9.11357,1.0
rs1354,0.02,0.244419,0.03,0.01,-99.0,0.06,-99.0,0.12,-99.0,19.79,0.05,0.59204419,0.09,-99.0,0.24,0.16,198.637329417,0.08,-99.0,-99.0,2.22,18.15,16.94,17.82,0.400692,1.54623,-0.07,-99.0,17.64,0.81,0.28,4.59,-99.0,0.05,2.43618,3.26058,1.29064,1.13437,8.35,-99.0,7219.5,-99.0,0.02,-17.33,2.37063,17.51,0.29,0.04,0.06,7219.5,0.18,-99.0,0.04,-99.0,19.06,0,1237648705120632963,-999.0,-999.0,332262826489964544,-999.0,0.99095,1.1075,0.7918,0,1,-999.0,-999.0,587722983895728295,0.831827,-999,-999.0,332262826489964544,-999.0,1237648705120632963,0.0,8.51,0.0,0.15925047,8.12414837,8.73091775261,0.15925047314,8.25,-99.0,-99.0,ECO10211,-99.0,-999.0,L,692320888.568,0.0,0.0,0.0,0.0,0.0377186,0.0,0.0377,0.0,0,1,0.0,ALFALFA,0.0,0.0,0.0,0.0,1.0,0.0,-17.328,0.0,0.0,10.8839,1,10.8717,1.57105,0.0,1.0,8.895,9597.0,8.35,0.0,0.0,0.0,2.28742,2.28542,8.35,0,0,0,0,00000,0,0000000,1.20863,0.957451,1.96498,1.94614,-17.6479,2.7025,0.119917,0.876272,0.201096,0.0,0.2473,0.0,0,8.895,198.637,0.592,0.0,0.0,9901,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-10998,-10998,-9999.0,-9999.0,-10998,-10998,1.16158673143,-10998,782192000.0,0.0,0.00323655,0.0,782192000.0,0.0,1.0,782192000.0,8.74924,1.0
rs1355,0.02,0.172501,0.03,0.01,-99.0,0.08,-99.0,0.14,-99.0,18.45,0.05,0.97352526,0.03,-99.0,-99.0,0.19,198.857226714,0.1,-99.0,15.8,2.83,16.95,-99.0,16.7,0.290812,1.37947,-0.11,14.3,16.58,0.72,0.34,5.8,0.15,0.02,2.19578,2.98989,1.10711,0.988804,8.67,-99.0,7125.68,-99.0,0.02,-18.44,2.17358,16.44,0.35,0.04,0.04,7125.7,0.07,0.25,0.02,-99.0,17.77,0,1237648705657569452,-999.0,-999.0,332295262082983936,-999.0,0.78151,0.91817,0.24276,0,1,-999.0,-999.0,587722984432664635,0.752049,83258394365919232,-999.0,332295262082983936,-999.0,1237648705657569452,0.0,8.79,0.0,0.39681491,8.23335266,9.47401801733,0.480145284356,8.63,-99.0,1.02965,ECO06253,1.08193,-0.5,L,2127600000.0,0.264174,0.0,0.0,0.0,0.0158615,14.7688,0.0438,2.90685,0,0,0.0,ALFALFA,244552000.0,0.0,123.396,0.0903846,1.0,0.0,-18.4187,0.0,0.0,10.9839,1,11.0979,1.0,0.0,1.0,9.7005,5259.0,9.2015,0.0,0.0,0.0,3.90196,3.90196,8.67,0,?,0,0,00000,0,0000000,1.19155,0.925741,1.93613,1.93566,-18.6026,2.68024,0.104681,0.849264,0.181158,0.0,0.297,0.0,0,9.525,198.857,0.9736,0.0,0.0,5268,11.07,0,0.0,11.15,23309,10.82,11.07,0,0.0,1,0,0.0,0.0,1,-10998,0.752742381299,-10998,2127600000.0,2127600000.0,0.00303,244552000.0,0.0,244552000.0,0.0,2127600000.0,9.47402,0.0
rs1356,0.02,0.737534,0.02,0.01,-99.0,0.06,13.29,0.1,13.05,21.56,0.04,0.63962679,0.02,0.06,0.12,0.14,199.250577115,0.07,0.04,14.24,1.84,16.91,14.67,16.13,1.08213,2.53909,-0.09,13.42,15.74,0.8,0.25,5.52,0.12,0.02,4.13512,5.07478,2.67816,2.33356,9.63,-99.0,7120.2,-99.0,0.02,-18.97,3.47875,15.45,0.26,0.03,0.07,7096.6,2.32,0.04,0.02,-99.0,18.59,0,1237648722312888500,-999.0,-999.0,332305157687633920,-999.0,0.41431,0.61372,0.21259,0,1,-999.0,-999.0,588848900994826312,0.884602,83258394516914176,-999.0,332305157687633920,-999.0,1237648722312888500,0.0,9.77,0.0,0.032635076,9.91631413,8.25865783482,0.0326350756287,9.59,1.1019,1.01286,ECO10159,1.05317,-1.0,E,814597666.666,0.0,0.0,0.0,0.0,0.0319983,0.0,0.0664,0.0,0,1,0.0,ALFALFA,0.0,0.0,0.0,0.0,2.0,0.0,-20.4218,0.0,0.0,11.5449,0,11.6249,1.00605,0.0,2.0,9.7005,5268.0,9.2015,0.0,0.0,0.0,0.0269084,0.219141,9.65,0,0,0,0,00000,0,0000000,2.31055,2.40145,3.78059,3.20523,-19.2058,4.67527,0.635218,2.10526,0.931412,0.0,0.2206,0.0,0,9.655,199.273,0.583414,0.0,0.0,9645,11.29,1,11.19,11.53,23317,10.96,11.28,1,10.38,1,13090,11.56,11.19,1,-10998,0.216460914525,-10998,846499000.0,0.0,0.00293326,0.0,846499000.0,0.0,1.0,846499000.0,8.40271,1.0
rs1357,0.02,0.453897,0.02,0.01,-99.0,0.05,-99.0,0.1,12.72,17.96,0.04,0.52762704,0.03,-99.0,0.14,0.14,199.294812012,0.07,0.12,13.8,9.7,15.57,14.17,15.05,0.686159,1.86015,-0.14,12.85,14.76,0.83,0.24,19.35,0.38,0.04,3.02096,3.81928,1.84697,1.61471,9.83,-99.0,7120.2,-99.0,0.03,-20.08,2.65847,14.6,0.25,0.03,0.05,7188.3,0.05,0.3,0.02,-99.0,16.81,0,1237648705120895059,-999.0,-999.0,332293063059728384,-999.0,0.46645,0.58944,0.21534,0,1,-999.0,-999.0,587722983895990379,0.887153,83258394332364800,-999.0,332293063059728384,-999.0,1237648705120895059,0.0,9.97,0.0,0.66386361,8.29069328,9.57147963152,0.849468347622,9.63,1.16055,1.11821,ECO06262,1.18562,6.5,L,2662880000.0,0.136385,0.0,0.0,0.0,0.0332515,11.1123,0.0322,4.16113,0,0,0.0,ALFALFA,223981000.0,0.0,158.67,0.125339,2.0,0.0,-20.4218,0.0,0.0,11.5449,1,11.6249,1.07896,0.0,2.0,9.7005,5268.0,9.2015,0.0,0.0,0.0,0.150449,0.147845,9.85,0,?,0,0,00000,0,0000000,1.64491,1.58367,2.68601,2.40138,-20.2589,3.44248,0.356489,1.39759,0.54257,0.0,0.2129,0.0,0,10.025,199.273,0.583414,0.0,0.0,5277,11.29,1,11.19,11.53,23317,10.96,11.28,1,10.38,1,13090,11.56,11.19,1,-10998,0.216460914525,-10998,2662880000.0,2662880000.0,0.00287,223981000.0,0.0,223981000.0,0.0,2662880000.0,9.57148,0.0
rs1358,0.01,0.748938,0.02,0.01,0.03,0.05,12.98,0.1,13.05,21.44,0.04,0.71847461,0.03,0.07,0.09,0.13,199.471186555,0.07,0.04,13.94,2.49,16.62,14.4,15.83,1.09472,2.52272,0.0,13.23,15.45,0.64,0.23,6.36,0.05,0.02,4.11939,5.04441,2.69139,2.34561,9.83,-99.0,7124.53,-99.0,0.02,-19.28,3.44775,15.17,0.24,0.03,0.03,7129.5,0.14,0.05,0.02,13.29,18.38,0,1237648722313019524,-999.0,-999.0,333362063223056384,-999.0,0.41623,0.46263,0.25032,0,1,-999.0,-999.0,588848900994957369,0.769454,83538494168760320,-999.0,333362063223056384,-999.0,1237648722313019524,0.0,9.95,0.0,0.030450493,9.71790791,8.45902080345,0.0304504931054,9.71,1.11395,1.06385,ECO10160,1.07908,-0.5,E,948494629.866,0.0,0.0,0.0,0.0,0.0821243,0.0,0.0267,0.0,0,1,0.0,ALFALFA,0.0,0.0,0.0,0.0,1.0,0.0,-19.2617,0.0,0.0,11.4869,1,11.2799,1.0148,0.0,1.0,9.7005,7808.0,9.2015,0.0,0.0,0.0,0.0135114,0.085702,9.89,0,0,0,0,00000,0,0000000,2.39953,2.52589,3.91683,3.30449,-19.3969,4.82178,0.688099,2.2054,1.00859,0.0,0.2067,0.0,0,9.855,199.471,0.7184,0.0,0.0,7817,11.29,1,11.41,11.35,25131,10.67,11.29,1,10.1,1,14853,11.5,11.41,1,-10998,0.620493032452,-10998,978598000.0,0.0,0.00290234,0.0,978598000.0,0.0,1.0,978598000.0,8.60273,1.0
rs1359,0.02,0.265789,0.03,0.01,0.14,0.06,15.17,0.11,-99.0,19.02,0.04,4.4317127,0.04,0.98,0.53,0.15,204.714404856,0.08,-99.0,15.59,2.4,17.58,16.23,17.22,0.441727,1.63193,0.08,14.66,17.07,0.6,0.27,6.68,0.31,0.03,2.43219,3.28666,1.24199,1.06605,8.59,-99.0,6951.53,-99.0,0.02,-17.88,2.4864,16.89,0.28,0.04,0.06,7082.7,0.21,0.15,0.02,15.23,18.39,1,1237671992413913098,0.488858,4.111,961604322162927616,0.4612,0.29859,0.31568,0.071509,0,1,2.6189,7.3981,588010878769889318,0.599852,240604571741716480,0.5464,961604322162927616,0.4038,1237671992413913098,0.0,8.77,0.0,0.43312614,8.59284687,9.13268722049,0.43312613509,8.51,-99.0,1.06985,ECO10267,1.1211,-1.0,E,2778510000.0,0.0,0.0,512017000.0,0.0,0.00432362,16.6141,0.003,3.78196,1,0,1515140000.0,ALFALFA,217448000.0,164085000.0,213.228,0.0,3.0,0.175,-22.5779,13.05,175.22,12.8039,0,12.8919,1.52836,0.16,5.0,11.1335,3841.0,11.1125,12.74,117.19,12.68,2.03036,2.03036,8.59,1,0,0,1,00000,0,1000000,1.15561,0.766998,1.764,1.8898,-18.3187,2.49819,0.0884743,0.696861,0.158611,0.0,0.2368,0.0,0,9.305,204.656,4.47699,12.9,12.84,3850,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-10998,-10998,-9999.0,-9999.0,-10998,-10998,0.0818630851302,-10998,2778510000.0,2778510000.0,0.00253,217448000.0,0.0,217448000.0,0.0,2778510000.0,9.21201,1.0
